"","Ubigeo","Distrito","por_ur"
"4841","110114","Dpto. Ica   Prov. Ica   Dist. Yauca del Rosario",10.74
"4846","110201","Dpto. Ica   Prov. Chincha   Dist. Chincha Alta",100
"4850","110202","Dpto. Ica   Prov. Chincha   Dist. Alto Laran",59.26
"4855","110203","Dpto. Ica   Prov. Chincha   Dist. Chavin",45.8
"4860","110204","Dpto. Ica   Prov. Chincha   Dist. Chincha Baja",41.93
"4865","110205","Dpto. Ica   Prov. Chincha   Dist. El Carmen",43.43
"4870","110206","Dpto. Ica   Prov. Chincha   Dist. Grocio Prado",91.02
"4875","110207","Dpto. Ica   Prov. Chincha   Dist. Pueblo Nuevo",100
"4879","110208","Dpto. Ica   Prov. Chincha   Dist. San Juan de Yanac",22.08
"4884","110209","Dpto. Ica   Prov. Chincha   Dist. San Pedro de Huacarpana",25.89
"4889","110210","Dpto. Ica   Prov. Chincha   Dist. Sunampe",96.42
"4894","110211","Dpto. Ica   Prov. Chincha   Dist. Tambo de Mora",89.52
"4899","110301","Dpto. Ica   Prov. Nazca   Dist. Nazca",90.98
"4904","110302","Dpto. Ica   Prov. Nazca   Dist. Changuillo",37.74
"4909","110303","Dpto. Ica   Prov. Nazca   Dist. El Ingenio",44.99
"4914","110304","Dpto. Ica   Prov. Nazca   Dist. Marcona",99.37
"4919","110305","Dpto. Ica   Prov. Nazca   Dist. Vista Alegre",87.13
"4924","110401","Dpto. Ica   Prov. Palpa   Dist. Palpa",83.75
"4929","110402","Dpto. Ica   Prov. Palpa   Dist. Llipata",65.42
"4934","110403","Dpto. Ica   Prov. Palpa   Dist. Rio Grande",46.54
"4939","110404","Dpto. Ica   Prov. Palpa   Dist. Santa Cruz",3.68
"4944","110405","Dpto. Ica   Prov. Palpa   Dist. Tibillo",43
"4949","110501","Dpto. Ica   Prov. Pisco   Dist. Pisco",99.42
"4954","110502","Dpto. Ica   Prov. Pisco   Dist. Huancano",20.19
"4959","110503","Dpto. Ica   Prov. Pisco   Dist. Humay",57
"4964","110504","Dpto. Ica   Prov. Pisco   Dist. Independencia",30.23
"4969","110505","Dpto. Ica   Prov. Pisco   Dist. Paracas",85.84
"4974","110506","Dpto. Ica   Prov. Pisco   Dist. San Andres",87.41
"4979","110507","Dpto. Ica   Prov. Pisco   Dist. San Clemente",97.54
"4984","110508","Dpto. Ica   Prov. Pisco   Dist. T<U+00FA>pac Amaru Inca",99
"4989","120101","Dpto. Junin   Prov. Huancayo   Dist. Huancayo",98.44
"4994","120104","Dpto. Junin   Prov. Huancayo   Dist. Carhuacallanga",98.57
"4999","120105","Dpto. Junin   Prov. Huancayo   Dist. Chacapampa",41.91
"5004","120106","Dpto. Junin   Prov. Huancayo   Dist. Chicche",50.12
"5009","120107","Dpto. Junin   Prov. Huancayo   Dist. Chilca",94.8
"5014","120108","Dpto. Junin   Prov. Huancayo   Dist. Chongos Alto",68.39
"5019","120111","Dpto. Junin   Prov. Huancayo   Dist. Chupuro",18.04
"5024","120112","Dpto. Junin   Prov. Huancayo   Dist. Colca",54.66
"5029","120113","Dpto. Junin   Prov. Huancayo   Dist. Cullhuas",21.64
"5034","120114","Dpto. Junin   Prov. Huancayo   Dist. El Tambo",94.92
"5039","120116","Dpto. Junin   Prov. Huancayo   Dist. Huacrapuquio",90.04
"5044","120117","Dpto. Junin   Prov. Huancayo   Dist. Hualhuas",62.08
"5049","120119","Dpto. Junin   Prov. Huancayo   Dist. Huancan",94.26
"5054","120120","Dpto. Junin   Prov. Huancayo   Dist. Huasicancha",69.66
"5059","120121","Dpto. Junin   Prov. Huancayo   Dist. Huayucachi",72.87
"5064","120122","Dpto. Junin   Prov. Huancayo   Dist. Ingenio",56.18
"5069","120124","Dpto. Junin   Prov. Huancayo   Dist. Pariahuanca",3.78
"5074","120125","Dpto. Junin   Prov. Huancayo   Dist. Pilcomayo",100
"5078","120126","Dpto. Junin   Prov. Huancayo   Dist. Pucara",33.74
"5083","120127","Dpto. Junin   Prov. Huancayo   Dist. Quichuay",55.47
"5088","120128","Dpto. Junin   Prov. Huancayo   Dist. Quilcas",64.11
"5093","120129","Dpto. Junin   Prov. Huancayo   Dist. San Agustin",85.28
"5098","120130","Dpto. Junin   Prov. Huancayo   Dist. San Jer<U+00F3>nimo de Tunan",89.36
"5103","120132","Dpto. Junin   Prov. Huancayo   Dist. Sa<U+00F1>o",80.44
"5108","120133","Dpto. Junin   Prov. Huancayo   Dist. Sapallanga",66.68
"5113","120134","Dpto. Junin   Prov. Huancayo   Dist. Sicaya",95.57
"5118","120135","Dpto. Junin   Prov. Huancayo   Dist. Santo Domingo de Acobamba",5.86
"5123","120136","Dpto. Junin   Prov. Huancayo   Dist. Viques",96.85
"5128","120201","Dpto. Junin   Prov. Concepci<U+00F3>n   Dist. Concepci<U+00F3>n",86.33
"5133","120202","Dpto. Junin   Prov. Concepci<U+00F3>n   Dist. Aco",68.79
"5138","120203","Dpto. Junin   Prov. Concepci<U+00F3>n   Dist. Andamarca",7.17
"5143","120204","Dpto. Junin   Prov. Concepci<U+00F3>n   Dist. Chambara",23.05
"5148","120205","Dpto. Junin   Prov. Concepci<U+00F3>n   Dist. Cochas",21.91
"5153","120206","Dpto. Junin   Prov. Concepci<U+00F3>n   Dist. Comas",12.4
"5158","120207","Dpto. Junin   Prov. Concepci<U+00F3>n   Dist. Heroinas Toledo",12.24
"5163","120208","Dpto. Junin   Prov. Concepci<U+00F3>n   Dist. Manzanares",89.42
"5168","120209","Dpto. Junin   Prov. Concepci<U+00F3>n   Dist. Mariscal Castilla",24.19
"5173","120210","Dpto. Junin   Prov. Concepci<U+00F3>n   Dist. Matahuasi",56.35
"5178","120211","Dpto. Junin   Prov. Concepci<U+00F3>n   Dist. Mito",44.72
"5183","120212","Dpto. Junin   Prov. Concepci<U+00F3>n   Dist. Nueve de Julio",72.77
"5188","120213","Dpto. Junin   Prov. Concepci<U+00F3>n   Dist. Orcotuna",89.94
"5193","120214","Dpto. Junin   Prov. Concepci<U+00F3>n   Dist. San jose de quero",33.83
"5198","120215","Dpto. Junin   Prov. Concepci<U+00F3>n   Dist. Santa rosa de ocopa",90.79
"5203","120301","Dpto. Junin   Prov. Chanchamayo   Dist. Chanchamayo",83.18
"5208","120302","Dpto. Junin   Prov. Chanchamayo   Dist. Perene",48.79
"5213","120303","Dpto. Junin   Prov. Chanchamayo   Dist. Pichanaqui",52.12
"5218","120304","Dpto. Junin   Prov. Chanchamayo   Dist. San Luis de Shuaro",13.59
"5223","120305","Dpto. Junin   Prov. Chanchamayo   Dist. San Ram<U+00F3>n",72.99
"5228","120306","Dpto. Junin   Prov. Chanchamayo   Dist. Vitoc",18.85
"5233","120401","Dpto. Junin   Prov. Jauja   Dist. Jauja",99.39
"5238","120402","Dpto. Junin   Prov. Jauja   Dist. Acolla",54.96
"5243","120403","Dpto. Junin   Prov. Jauja   Dist. Apata",31.6
"5248","120404","Dpto. Junin   Prov. Jauja   Dist. Ataura",82.35
"5253","120405","Dpto. Junin   Prov. Jauja   Dist. Canchayllo",51.01
"5258","120406","Dpto. Junin   Prov. Jauja   Dist. Curicaca",17.71
"5263","120407","Dpto. Junin   Prov. Jauja   Dist. El Mantaro",94.37
"5268","120408","Dpto. Junin   Prov. Jauja   Dist. Huamali",70.27
"5273","120409","Dpto. Junin   Prov. Jauja   Dist. Huaripampa",97.81
"5278","120410","Dpto. Junin   Prov. Jauja   Dist. Huertas",58.12
"5283","120411","Dpto. Junin   Prov. Jauja   Dist. Janjaillo",10.06
"5288","120412","Dpto. Junin   Prov. Jauja   Dist. Julcan",99.65
"5293","120413","Dpto. Junin   Prov. Jauja   Dist. Leonor Ordo<U+00F1>ez",67.35
"5298","120414","Dpto. Junin   Prov. Jauja   Dist. Llocllapampa",61.13
"5303","120415","Dpto. Junin   Prov. Jauja   Dist. Marco",73.25
"5308","120416","Dpto. Junin   Prov. Jauja   Dist. Masma",35.22
"5313","120417","Dpto. Junin   Prov. Jauja   Dist. Masma Chicche",38.82
"5318","120418","Dpto. Junin   Prov. Jauja   Dist. Molinos",76.32
"5323","120419","Dpto. Junin   Prov. Jauja   Dist. Monobamba",25.42
"5328","120420","Dpto. Junin   Prov. Jauja   Dist. Muqui",100
"5332","120421","Dpto. Junin   Prov. Jauja   Dist. Muquiyauyo",98.33
"5337","120422","Dpto. Junin   Prov. Jauja   Dist. Paca",61.47
"5342","120423","Dpto. Junin   Prov. Jauja   Dist. Paccha",31.32
"5347","120424","Dpto. Junin   Prov. Jauja   Dist. Pancan",50.36
"5352","120425","Dpto. Junin   Prov. Jauja   Dist. Parco",74
"5357","120426","Dpto. Junin   Prov. Jauja   Dist. Pomacancha",2.94
"5362","120427","Dpto. Junin   Prov. Jauja   Dist. Ricran",47.72
"5367","120428","Dpto. Junin   Prov. Jauja   Dist. San Lorenzo",80.93
"5372","120429","Dpto. Junin   Prov. Jauja   Dist. San Pedro de Chunan",57.29
"5377","120430","Dpto. Junin   Prov. Jauja   Dist. Sausa",99.5
"5382","120431","Dpto. Junin   Prov. Jauja   Dist. Sincos",40.72
"5387","120432","Dpto. Junin   Prov. Jauja   Dist. Tunan Marca",81.27
"5392","120433","Dpto. Junin   Prov. Jauja   Dist. Yauli",79.39
"5397","120434","Dpto. Junin   Prov. Jauja   Dist. Yauyos",93.46
"5402","120501","Dpto. Junin   Prov. Junin   Dist. Junin",92.18
"5407","120502","Dpto. Junin   Prov. Junin   Dist. Carhuamayo",89.07
"5412","120503","Dpto. Junin   Prov. Junin   Dist. Ondores",33.92
"5417","120504","Dpto. Junin   Prov. Junin   Dist. Ulcumayo",24.24
"5422","120601","Dpto. Junin   Prov. Satipo   Dist. Satipo",60.3
"5427","120602","Dpto. Junin   Prov. Satipo   Dist. Coviriali",3.32
"5432","120603","Dpto. Junin   Prov. Satipo   Dist. Llaylla",20.28
"5437","120604","Dpto. Junin   Prov. Satipo   Dist. Mazamari",44.47
"5442","120605","Dpto. Junin   Prov. Satipo   Dist. Pampa Hermosa",6.79
"5447","120606","Dpto. Junin   Prov. Satipo   Dist. Pangoa",42.52
"5452","120607","Dpto. Junin   Prov. Satipo   Dist. R<U+00ED>o Negro",6.28
"5457","120608","Dpto. Junin   Prov. Satipo   Dist. R<U+00ED>o Tambo",7.92
"5462","120699","Dpto. Junin   Prov. Satipo   Dist. Temporal por L<U+00ED>mites",2.34
"5467","120701","Dpto. Junin   Prov. Tarma   Dist. Tarma",86.05
"5472","120702","Dpto. Junin   Prov. Tarma   Dist. Acobamba",53.59
"5477","120703","Dpto. Junin   Prov. Tarma   Dist. Huaricolca",53.08
"5482","120704","Dpto. Junin   Prov. Tarma   Dist. Huasahuasi",39.78
"5487","120705","Dpto. Junin   Prov. Tarma   Dist. La Uni<U+00F3>n",73.38
"5492","120706","Dpto. Junin   Prov. Tarma   Dist. Palca",33.03
"5497","120707","Dpto. Junin   Prov. Tarma   Dist. Palcamayo",49.23
"5502","120708","Dpto. Junin   Prov. Tarma   Dist. San Pedro de Cajas",76.17
"5507","120709","Dpto. Junin   Prov. Tarma   Dist. Tapo",17.91
"5512","120801","Dpto. Junin   Prov. Yauli   Dist. La oroya",97.6
"5517","120802","Dpto. Junin   Prov. Yauli   Dist. Chacapalpa",40.96
"5522","120803","Dpto. Junin   Prov. Yauli   Dist. Huay-Huay",71.22
"5527","120804","Dpto. Junin   Prov. Yauli   Dist. Marcapomacocha",48.07
"5532","120805","Dpto. Junin   Prov. Yauli   Dist. Morococha",86.73
"5537","120806","Dpto. Junin   Prov. Yauli   Dist. Paccha",72.33
"5542","120807","Dpto. Junin   Prov. Yauli   Dist. Santa Barbara de Carhuacayan",33.44
"5547","120808","Dpto. Junin   Prov. Yauli   Dist. Santa Rosa de Sacco",99.65
"5552","120809","Dpto. Junin   Prov. Yauli   Dist. Suitucancha",59.32
"5557","120810","Dpto. Junin   Prov. Yauli   Dist. Yauli",83.91
"5562","120901","Dpto. Junin   Prov. Chupaca   Dist. Chupaca",68.8
"5567","120902","Dpto. Junin   Prov. Chupaca   Dist. Ahuac",49.46
"5572","120903","Dpto. Junin   Prov. Chupaca   Dist. Chongos Bajo",71.58
"5577","120904","Dpto. Junin   Prov. Chupaca   Dist. Huachac",38.34
"5582","120905","Dpto. Junin   Prov. Chupaca   Dist. Huamancaca Chico",80.41
"5587","120906","Dpto. Junin   Prov. Chupaca   Dist. San Juan de Yscos",49.36
"5592","120907","Dpto. Junin   Prov. Chupaca   Dist. San Juan de Jarpa",38.05
"5597","120908","Dpto. Junin   Prov. Chupaca   Dist. Tres de Diciembre",100
"5601","120909","Dpto. Junin   Prov. Chupaca   Dist. Yanacancha",17.79
"5606","130101","Dpto. La Libertad   Prov. Trujillo   Dist. Trujillo",99.94
"5611","130102","Dpto. La Libertad   Prov. Trujillo   Dist. El Porvenir",100
"5615","130103","Dpto. La Libertad   Prov. Trujillo   Dist. Florencia de Mora",100
"5619","130104","Dpto. La Libertad   Prov. Trujillo   Dist. Huanchaco",97.76
"5624","130105","Dpto. La Libertad   Prov. Trujillo   Dist. La Esperanza",100
"5628","130106","Dpto. La Libertad   Prov. Trujillo   Dist. Laredo",74.26
"5633","130107","Dpto. La Libertad   Prov. Trujillo   Dist. Moche",86.16
"5638","130108","Dpto. La Libertad   Prov. Trujillo   Dist. Poroto",30.3
"5643","130109","Dpto. La Libertad   Prov. Trujillo   Dist. Salaverry",99.55
"5648","130110","Dpto. La Libertad   Prov. Trujillo   Dist. Simbal",19.72
"5653","130111","Dpto. La Libertad   Prov. Trujillo   Dist. Victor Larco Herrera",99.92
"5658","130201","Dpto. La Libertad   Prov. Ascope   Dist. Ascope",85.28
"5663","130202","Dpto. La Libertad   Prov. Ascope   Dist. Chicama",88
"5668","130203","Dpto. La Libertad   Prov. Ascope   Dist. Chocope",74.94
"5673","130204","Dpto. La Libertad   Prov. Ascope   Dist. Magdalena de Cao",72.57
"5678","130205","Dpto. La Libertad   Prov. Ascope   Dist. Paijan",90.45
"5683","130206","Dpto. La Libertad   Prov. Ascope   Dist. Razuri",59.09
"5688","130207","Dpto. La Libertad   Prov. Ascope   Dist. Santiago de Cao",96.94
"5693","130208","Dpto. La Libertad   Prov. Ascope   Dist. Casa Grande",94.64
"5698","130301","Dpto. La Libertad   Prov. Bol<U+00ED>var   Dist. Bolivar",31.11
"5703","130302","Dpto. La Libertad   Prov. Bol<U+00ED>var   Dist. Bambamarca",23.78
"5708","130303","Dpto. La Libertad   Prov. Bol<U+00ED>var   Dist. Condormarca",14.13
"5713","130304","Dpto. La Libertad   Prov. Bol<U+00ED>var   Dist. Longotea",56.98
"5718","130305","Dpto. La Libertad   Prov. Bol<U+00ED>var   Dist. Uchumarca",40.65
"5723","130306","Dpto. La Libertad   Prov. Bol<U+00ED>var   Dist. Ucuncha",66.91
"5728","130401","Dpto. La Libertad   Prov. Chepen   Dist. Chepen",90.62
"5733","130402","Dpto. La Libertad   Prov. Chepen   Dist. Pacanga",72.39
"5738","130403","Dpto. La Libertad   Prov. Chepen   Dist. Pueblo Nuevo",62.94
"5743","130501","Dpto. La Libertad   Prov. Julcan   Dist. Julcan",22.73
"5748","130502","Dpto. La Libertad   Prov. Julcan   Dist. Calamarca",5.65
"5753","130503","Dpto. La Libertad   Prov. Julcan   Dist. Carabamba",16.17
"5758","130504","Dpto. La Libertad   Prov. Julcan   Dist. Huaso",6.48
"5763","130601","Dpto. La Libertad   Prov. Otuzco   Dist. Otuzco",45.47
"5768","130602","Dpto. La Libertad   Prov. Otuzco   Dist. Agallpampa",5.92
"5773","130604","Dpto. La Libertad   Prov. Otuzco   Dist. Charat",25.07
"5778","130605","Dpto. La Libertad   Prov. Otuzco   Dist. Huaranchal",20.27
"5783","130606","Dpto. La Libertad   Prov. Otuzco   Dist. La Cuesta",10.59
"5788","130608","Dpto. La Libertad   Prov. Otuzco   Dist. Mache",22.16
"5793","130610","Dpto. La Libertad   Prov. Otuzco   Dist. Paranday",27.72
"5798","130611","Dpto. La Libertad   Prov. Otuzco   Dist. Salpo",11.01
"5803","130613","Dpto. La Libertad   Prov. Otuzco   Dist. Sinsicap",32.86
"5808","130614","Dpto. La Libertad   Prov. Otuzco   Dist. Usquil",11.05
"5813","130701","Dpto. La Libertad   Prov. Pacasmayo   Dist. San Pedro de Lloc",92.83
"5818","130702","Dpto. La Libertad   Prov. Pacasmayo   Dist. Guadalupe",89.75
"5823","130703","Dpto. La Libertad   Prov. Pacasmayo   Dist. Jequetepeque",85.83
"5828","130704","Dpto. La Libertad   Prov. Pacasmayo   Dist. Pacasmayo",99.95
"5833","130705","Dpto. La Libertad   Prov. Pacasmayo   Dist. San Jose",89.65
"5838","130801","Dpto. La Libertad   Prov. Pataz   Dist. Tayabamba",25.65
"5843","130802","Dpto. La Libertad   Prov. Pataz   Dist. Buldibuyo",22.13
"5848","130803","Dpto. La Libertad   Prov. Pataz   Dist. Chillia",12.93
"5853","130804","Dpto. La Libertad   Prov. Pataz   Dist. Huancaspata",18.51
"5858","130805","Dpto. La Libertad   Prov. Pataz   Dist. Huaylillas",25.58
"5863","130806","Dpto. La Libertad   Prov. Pataz   Dist. Huayo",7
"5868","130807","Dpto. La Libertad   Prov. Pataz   Dist. Ongon",5.96
"5873","130808","Dpto. La Libertad   Prov. Pataz   Dist. Parcoy",45.49
"5878","130809","Dpto. La Libertad   Prov. Pataz   Dist. Pataz",23.04
"5883","130810","Dpto. La Libertad   Prov. Pataz   Dist. Pias",35.67
"5888","130811","Dpto. La Libertad   Prov. Pataz   Dist. Santiago de Challas",35.25
"5893","130812","Dpto. La Libertad   Prov. Pataz   Dist. Taurija",36.14
"5898","130813","Dpto. La Libertad   Prov. Pataz   Dist. Urpay",18.38
"5903","130901","Dpto. La Libertad   Prov. Sanchez Carri<U+00F3>n   Dist. Huamachuco",57.13
"5908","130902","Dpto. La Libertad   Prov. Sanchez Carri<U+00F3>n   Dist. Chugay",11.12
"5913","130903","Dpto. La Libertad   Prov. Sanchez Carri<U+00F3>n   Dist. Cochorco",8.39
"5918","130904","Dpto. La Libertad   Prov. Sanchez Carri<U+00F3>n   Dist. Curgos",23.37
"5923","130905","Dpto. La Libertad   Prov. Sanchez Carri<U+00F3>n   Dist. Marcabal",3.02
"5928","130906","Dpto. La Libertad   Prov. Sanchez Carri<U+00F3>n   Dist. Sanagoran",2.15
"5933","130907","Dpto. La Libertad   Prov. Sanchez Carri<U+00F3>n   Dist. Sarin",7.94
"5938","130908","Dpto. La Libertad   Prov. Sanchez Carri<U+00F3>n   Dist. Sartimbamba",4.74
"5943","131001","Dpto. La Libertad   Prov. Santiago de Chuco   Dist. Santiago de Chuco",32.12
"5948","131002","Dpto. La Libertad   Prov. Santiago de Chuco   Dist. Angasmarca",34.5
"5953","131003","Dpto. La Libertad   Prov. Santiago de Chuco   Dist. Cachicadan",33.53
"5958","131004","Dpto. La Libertad   Prov. Santiago de Chuco   Dist. Mollebamba",48.13
"5963","131005","Dpto. La Libertad   Prov. Santiago de Chuco   Dist. Mollepata",6.51
"5968","131006","Dpto. La Libertad   Prov. Santiago de Chuco   Dist. Quiruvilca",46.76
"5973","131007","Dpto. La Libertad   Prov. Santiago de Chuco   Dist. Santa Cruz de Chuca",21.75
"5978","131008","Dpto. La Libertad   Prov. Santiago de Chuco   Dist. Sitabamba",23.1
"5983","131101","Dpto. La Libertad   Prov. Gran Chimu   Dist. Cascas",32.21
"5988","131102","Dpto. La Libertad   Prov. Gran Chimu   Dist. Lucma",11.29
"5993","131103","Dpto. La Libertad   Prov. Gran Chimu   Dist. Compin",22.82
"5998","131104","Dpto. La Libertad   Prov. Gran Chimu   Dist. Sayapullo",9.56
"6003","131201","Dpto. La Libertad   Prov. Viru   Dist. Viru",75.61
"6008","131202","Dpto. La Libertad   Prov. Viru   Dist. Chao",76.45
"6013","131203","Dpto. La Libertad   Prov. Viru   Dist. Guadalupito",90.04
"6018","140101","Dpto. Lambayeque   Prov. Chiclayo   Dist. Chiclayo",99.94
"6023","140102","Dpto. Lambayeque   Prov. Chiclayo   Dist. Chongoyape",76.61
"6028","140103","Dpto. Lambayeque   Prov. Chiclayo   Dist. Eten",97.62
"6033","140104","Dpto. Lambayeque   Prov. Chiclayo   Dist. Eten Puerto",100
"6037","140105","Dpto. Lambayeque   Prov. Chiclayo   Dist. Jose Leonardo Ortiz",99.62
"6042","140106","Dpto. Lambayeque   Prov. Chiclayo   Dist. La Victoria",96.24
"6047","140107","Dpto. Lambayeque   Prov. Chiclayo   Dist. Lagunas",70.02
"6052","140108","Dpto. Lambayeque   Prov. Chiclayo   Dist. Monsefu",73.58
"6057","140109","Dpto. Lambayeque   Prov. Chiclayo   Dist. Nueva Arica",71.61
"6062","140110","Dpto. Lambayeque   Prov. Chiclayo   Dist. Oyotun",55.44
"6067","140111","Dpto. Lambayeque   Prov. Chiclayo   Dist. Picsi",85.99
"6072","140112","Dpto. Lambayeque   Prov. Chiclayo   Dist. Pimentel",85.82
"6077","140113","Dpto. Lambayeque   Prov. Chiclayo   Dist. Reque",76.36
"6082","140114","Dpto. Lambayeque   Prov. Chiclayo   Dist. Santa Rosa",98.74
"6087","140115","Dpto. Lambayeque   Prov. Chiclayo   Dist. Sa<U+00F1>a",78.32
"6092","140116","Dpto. Lambayeque   Prov. Chiclayo   Dist. Cayalti",82.63
"6097","140117","Dpto. Lambayeque   Prov. Chiclayo   Dist. Patapo",84.95
"6102","140118","Dpto. Lambayeque   Prov. Chiclayo   Dist. Pomalca",87.79
"6107","140119","Dpto. Lambayeque   Prov. Chiclayo   Dist. Pucala",75.49
"6112","140120","Dpto. Lambayeque   Prov. Chiclayo   Dist. Tuman",90.83
"6117","140201","Dpto. Lambayeque   Prov. Ferre<U+00F1>afe   Dist. Ferre<U+00F1>afe",97.28
"6122","140202","Dpto. Lambayeque   Prov. Ferre<U+00F1>afe   Dist. Ca<U+00F1>aris",2.48
"6127","140203","Dpto. Lambayeque   Prov. Ferre<U+00F1>afe   Dist. Incahuasi",8.18
"6132","140204","Dpto. Lambayeque   Prov. Ferre<U+00F1>afe   Dist. Manuel Antonio Mesones Muro",36.32
"6137","140205","Dpto. Lambayeque   Prov. Ferre<U+00F1>afe   Dist. Pitipo",28.81
"6142","140206","Dpto. Lambayeque   Prov. Ferre<U+00F1>afe   Dist. Pueblo Nuevo",92.38
"6147","140301","Dpto. Lambayeque   Prov. Lambayeque   Dist. Lambayeque",76.16
"6152","140302","Dpto. Lambayeque   Prov. Lambayeque   Dist. Chochope",23.88
"6157","140303","Dpto. Lambayeque   Prov. Lambayeque   Dist. Illimo",51.6
"6162","140304","Dpto. Lambayeque   Prov. Lambayeque   Dist. Jayanca",48.41
"6167","140305","Dpto. Lambayeque   Prov. Lambayeque   Dist. Mochumi",38.59
"6172","140306","Dpto. Lambayeque   Prov. Lambayeque   Dist. Morrope",23.1
"6177","140307","Dpto. Lambayeque   Prov. Lambayeque   Dist. Motupe",55.73
"6182","140308","Dpto. Lambayeque   Prov. Lambayeque   Dist. Olmos",26.8
"6187","140309","Dpto. Lambayeque   Prov. Lambayeque   Dist. Pacora",52.97
"6192","140310","Dpto. Lambayeque   Prov. Lambayeque   Dist. Salas",24.99
"6197","140311","Dpto. Lambayeque   Prov. Lambayeque   Dist. San jose",89.26
"6202","140312","Dpto. Lambayeque   Prov. Lambayeque   Dist. Tucume",38.03
"6207","150101","Dpto. Lima   Prov. Lima   Dist. Lima",100
"6211","150102","Dpto. Lima   Prov. Lima   Dist. Anc<U+00F3>n",100
"6215","150103","Dpto. Lima   Prov. Lima   Dist. Ate",100
"6219","150104","Dpto. Lima   Prov. Lima   Dist. Barranco",100
"6223","150105","Dpto. Lima   Prov. Lima   Dist. Bre<U+00F1>a",100
"6227","150106","Dpto. Lima   Prov. Lima   Dist. Carabayllo",97
"6232","150107","Dpto. Lima   Prov. Lima   Dist. Chaclacayo",100
"6236","150108","Dpto. Lima   Prov. Lima   Dist. Chorrillos",100
"6240","150109","Dpto. Lima   Prov. Lima   Dist. Cieneguilla",99.31
"6245","150110","Dpto. Lima   Prov. Lima   Dist. Comas",100
"6249","150111","Dpto. Lima   Prov. Lima   Dist. El Agustino",100
"6253","150112","Dpto. Lima   Prov. Lima   Dist. Independencia",100
"6257","150113","Dpto. Lima   Prov. Lima   Dist. Jes<U+00FA>s Maria",100
"6261","150114","Dpto. Lima   Prov. Lima   Dist. La Molina",100
"6265","150115","Dpto. Lima   Prov. Lima   Dist. La victoria",100
"6269","150116","Dpto. Lima   Prov. Lima   Dist. Lince",100
"6273","150117","Dpto. Lima   Prov. Lima   Dist. Los Olivos",100
"6277","150118","Dpto. Lima   Prov. Lima   Dist. Lurigancho",100
"6281","150119","Dpto. Lima   Prov. Lima   Dist. Lurin",97.35
"6286","150120","Dpto. Lima   Prov. Lima   Dist. Magdalena del Mar",100
"6290","150121","Dpto. Lima   Prov. Lima   Dist. Magdalena Vieja",100
"6294","150122","Dpto. Lima   Prov. Lima   Dist. Miraflores",100
"6298","150123","Dpto. Lima   Prov. Lima   Dist. Pachacamac",98.7
"6303","150124","Dpto. Lima   Prov. Lima   Dist. Pucusana",99.37
"6308","150125","Dpto. Lima   Prov. Lima   Dist. Puente Piedra",100
"6312","150126","Dpto. Lima   Prov. Lima   Dist. Punta Hermosa",94.12
"6317","150127","Dpto. Lima   Prov. Lima   Dist. Punta Negra",99.98
"6322","150128","Dpto. Lima   Prov. Lima   Dist. Rimac",100
"6326","150129","Dpto. Lima   Prov. Lima   Dist. San Bartolo",98.38
"6331","150130","Dpto. Lima   Prov. Lima   Dist. San Borja",100
"6335","150131","Dpto. Lima   Prov. Lima   Dist. San isidro",100
"6339","150132","Dpto. Lima   Prov. Lima   Dist. San Juan de Lurigancho",100
"6343","150133","Dpto. Lima   Prov. Lima   Dist. San Juan de Miraflores",100
"6347","150134","Dpto. Lima   Prov. Lima   Dist. San Luis",100
"6351","150135","Dpto. Lima   Prov. Lima   Dist. San Martin de Porres",100
"6355","150136","Dpto. Lima   Prov. Lima   Dist. San Miguel",100
"6359","150137","Dpto. Lima   Prov. Lima   Dist. Santa Anita",100
"6363","150138","Dpto. Lima   Prov. Lima   Dist. Santa Maria del Mar",82.61
"6368","150139","Dpto. Lima   Prov. Lima   Dist. Santa Rosa",100
"6372","150140","Dpto. Lima   Prov. Lima   Dist. Santiago de Surco",100
"6376","150141","Dpto. Lima   Prov. Lima   Dist. Surquillo",100
"6380","150142","Dpto. Lima   Prov. Lima   Dist. Villa el Salvador",100
"6384","150143","Dpto. Lima   Prov. Lima   Dist. Villa Maria del Triunfo",100
"6388","150201","Dpto. Lima   Prov. Barranca   Dist. Barranca",89.02
"6393","150202","Dpto. Lima   Prov. Barranca   Dist. Paramonga",89.12
"6398","150203","Dpto. Lima   Prov. Barranca   Dist. Pativilca",72.87
"6403","150204","Dpto. Lima   Prov. Barranca   Dist. Supe",72.48
"6408","150205","Dpto. Lima   Prov. Barranca   Dist. Supe Puerto",99.72
"6413","150301","Dpto. Lima   Prov. Cajatambo   Dist. Cajatambo",76.45
"6418","150302","Dpto. Lima   Prov. Cajatambo   Dist. Copa",95.15
"6423","150303","Dpto. Lima   Prov. Cajatambo   Dist. Gorgor",22.64
"6428","150304","Dpto. Lima   Prov. Cajatambo   Dist. Huancapon",74.94
"6433","150305","Dpto. Lima   Prov. Cajatambo   Dist. Manas",50.19
"6438","150401","Dpto. Lima   Prov. Canta   Dist. Canta",94.19
"6443","150402","Dpto. Lima   Prov. Canta   Dist. Arahuay",51.9
"6448","150403","Dpto. Lima   Prov. Canta   Dist. Huamantanga",76.44
"6453","150404","Dpto. Lima   Prov. Canta   Dist. Huaros",75.14
"6458","150405","Dpto. Lima   Prov. Canta   Dist. Lachaqui",82.84
